WORD,FREQUENCY
redesign,2
rustywallace,2
gregwallace66,2
nascar_fdn,2
ricktimlick,2
fairy,2
mrjamesdavidson,2
christinestergi,2
stairs,2
brucebeck4ny,2
mga1897,2
99th,2
liberty.”,2
unlocked,2
putin’s,2
shaping,2
novak,2
fenitaayu1,2
mike_carrion99,2
emulate,2
saavy,2
bonjovi,2
suew777,2
tamx0,2
frankadgpr,2
generaltso316,2
aussie,2
125,2
2.5m,2
totrump,2
michael_haz,2
sherrymcmurry,2
slide,2
dalailama,2
eyesore,2
dldizel,2
jwysocki91,2
jonathanhoenig,2
cashinin,2
rooney,2
qualifications,2
jenglelv,2
teddilocke,2
eldycorrea,2
philramlet,2
mateo,2
8am,2
kirkcameronfan,2
ddouble_j,2
vaccinated,2
ikiibrahim,2
billdabeastii,2
harrington,2
doryainteriors,2
racrboi90,2
lexi,2
3.9,2
dchamp5810,2
cmhollon,2
tireless,2
jhking17,2
les,2
elkaneh,2
smerconish,2
bradangsa,2
awesomeness,2
tmoulton,2
aberdeenshirecc,2
alexarancio,2
pwnza,2
larksnestartist,2
blueyesbeauty,2
chrispilz,2
energize,2
4/2,2
moms,2
shoutout,2
horneultimatum,2
nyma,2
😘,2
wesbart53,2
systems,2
popularity,2
lithium,2
ion,2
peaceisweakness,2
wondherful,2
hopeful,2
idollylenz,2
dolly,2
nbc’s,2
eaten,2
teaparty,2
asenaphotograph,2
teamed,2
http://t.co/cmav5tdlas,2
newyork,2
bloombergnews,2
insidesouthfl,2
hogan,2
http://t.co/lg5hwxldhg,2
puertoricoopen,2
fwd,2
zip,2
remind,2
judy,2
surgeon,2
kentstgolf,2
markburnetttv,2
appealed,2
emmett,2
http://t.co/z2i22b7d21,2
finestgolfholes,2
jeanralphiooo,2
solution--not,2
“b”,2
lively,2
rumors,2
stewart5337,2
ve,2
trumpinternational,2
shapirojd,2
khadeejanicolle,2
mariofmartinezz,2
walshfreedom,2
michaelrcaputo,2
miami-dade,2
3-1,2
internal,2
unified,2
way!”,2
gravy,2
wiseguys,2
minority,2
slob,2
day's,2
40th,2
retiring,2
lkoja,2
catalyst,2
patrick's,2
“trump's,2
fendi,2
casa,2
entrepreneur's,2
well-being,2
http://t.co/chg5fha2q5,2
http://t.co/887inazsug,2
avoided,2
agschneiderman--just,2
erie,2
“patriotism,2
rebels”,2
apple's,2
hustles,2
waits,2
bliss,2
betterhermann,2
freeze,2
tonywelch007,2
necouncil,2
nhiop,2
jjprl,2
weinstein,2
toddthomson12,2
arabinkid88,2
akers_joshua,2
pearlingjosh,2
championships.”,2
arbitration,2
trumpdc,2
confidentiality,2
descent,2
survival,2
robsine,2
patterns,2
arekrnbn,2
w/donald,2
ferrypoint,2
foxnewslatino,2
tutandtut,2
18_4_life,2
selections,2
preparation,2
“house,2
turf,2
zekejmiller,2
hampshire”,2
now.”,2
cost-effective,2
ddpick18,2
trumpiowa,2
playstrumpcard,2
excluding,2
demonstrated,2
penchant,2
sexism,2
w/hope,2
classysnobbb,2
halliejackson,2
distortion,2
deportation,2
flawed,2
maggie,2
haberman,2
ihatematt,2
deplore,2
inflammatory,2
dominates,2
incoherent,2
trumpusa16,2
passports,2
img,2
blaze,2
mesa,2
insuradude,2
conradmblack,2
sour,2
andydean2014,2
patrickbuchanan,2
mustard,2
jpmorgan2016,2
schnoepoe,2
wherein,2
81,2
invading,2
alwaleed_talal,2
tamara,2
keeblerqueen,2
https://t.co/lgty0qdv9u,2
conflicted,2
professionally,2
michaelurso2,2
reasoned,2
bore,2
pause,2
ray_aub,2
abdullah,2
wntonight,2
68,2
ussyorktown,2
https://t.co/00phdhsb37,2
truth_or_rumor,2
reacting,2
https://t.co/uicdncftjs,2
crumble,2
jeffbezos,2
homeless,2
ledger,2
isil,2
nytpolitics,2
cindyblackwel12,2
dr_tweedy,2
davenport,2
iapolitics,2
pattyds50,2
electable,2
kacee50,2
https://t.co/2xbs5ssrc3,2
drudgereport,2
manassas,2
dlake66675,2
chateauemissary,2
trumpettes16,2
instances,2
theratzpack,2
shootout,2
trumphiant2016,2
reversingasd,2
trusselise,2
caller,2
jamiel,2
shaw,2
macon,2
kinds,2
911,2
commentators,2
mariatcardona,2
again...he,2
antonio92692,2
ambushed,2
artpar17,2
kayleigh,2
buckleybro40,2
boarded,2
disabilities,2
pollsters,2
margaretcrowth1,2
rickcanton,2
edges,2
controversies,2
whipped,2
perpetually,2
prisonplanet,2
wkrg,2
donnysmith557,2
fns,2
good2bqueen67,2
jdiamond1,2
gettin,2
barbmuenchen,2
jrpantiques,2
script,2
mjp1370,2
steph93065,2
kimberly,2
heckler,2
heytana,2
birmingham,2
jaazee1,2
apoplectic,2
attempts,2
realkingrobbo,2
hotroddergirl,2
vincentkunicki,2
greg39529063,2
billdeblasio,2
contributor,2
thejuanwilliams,2
denigrate,2
masterminds,2
https://t.co/twslpjpqg0,2
760_831,2
leftists,2
realreagan0503,2
hturne,2
hispanicsfortrump,2
o'malley,2
abcinsc,2
temper,2
checker,2
t.p.p,2
92-year-old,2
jspence80,2
potus2016,2
https://t.co/2mimznrmoc,2
garners,2
teed_chris,2
ana,2
navarro,2
‘gold’,2
winechics,2
mcjeff42,2
specialkmb1969,2
trumptrainsnl,2
trumponsnl,2
dickerson,2
tapper,2
cecily,2
live5news,2
frazier,2
stirewalt,2
https://t.co/lvv0mrfgth,2
mikehuckabeegop,2
buckle,2
puff,2
solidify,2
grundleman27,2
aliceengle3,2
tabulation,2
stabbing,2
detailed,2
judgemoroz,2
julessiscoe,2
ethansimmons111,2
carson's,2
cratered,2
fs1,2
theherd,2
trumpfix,2
11/3,2
taurus82409,2
robmont777,2
joetrippi,2
kurtz,2
commoncore,2
costareports,2
https://t.co/rhdicocpyv,2
borderwall,2
danlifting,2
hillx123,2
daniel,2
2:30pm,2
michael_favreau,2
battleship,2
hopeisalive66,2
dismantling,2
israel’,2
smithsj1,2
freestateyank,2
harwood,2
derekcarlson,2
robertaritzen,2
agentvf,2
misterdish69,2
jakistheman,2
truthinvest,2
horseshort,2
4mostcoach,2
cnbcgopdebate,2
coolgirl6978,2
rfscottga,2
fictitious,2
1barbara1,2
statistic,2
marieleff,2
https://t.co/ql6vhkz8pm,2
republicandebate,2
indies4trump,2
badgering,2
aerial,2
jpm05880,2
motor,2
skeletons,2
throws,2
https://t.co/2jshqnrhuu,2
yougov,2
deceitful,2
ripped-off,2
intern,2
chriswallace,2
gops,2
i_am__tyler,2
bandon,2
enforcing,2
http://t.co/fnrixjwcvf,2
american1st,2
svingali,2
jumps,2
conservecast,2
karen05866992,2
justice41ca,2
rd_2008,2
hardcorerepub,2
zinger,2
skyjones55,2
mimi_saulino,2
mariclaire81,2
representation,2
myhealthcoach1,2
gope,2
joeyl3rd,2
lance_combrink,2
prevails,2
grt,2
marc,2
cnn/orc,2
energizer,2
bunny,2
shitty,2
tuition,2
realninjetta,2
nranews,2
elvinichols,2
labels,2
staffer,2
adelson,2
mold,2
graphics,2
cft1,2
grounded,2
beast,2
10:30am,2
mediabuzz,2
thewtftahoe,2
non-politician,2
ept_rudyru,2
7:20,2
waterloo,2
darcy027027,2
10/6/15,2
highways,2
hayes,2
nails,2
waynenewtonmrlv,2
entirety,2
frauds,2
tea4freedom,2
pew,2
commanding,2
lamb,2
cleared,2
peddoc63,2
casuperrunner,2
savannahguthrie,2
nathanpaul1975,2
margee11,2
collegestump,2
blackrepublican,2
fyi,2
rino's,2
mnmanstein2,2
convergence,2
oan/gravis,2
hanging,2
monteskitchen,2
jeffres,2
2:30,2
abcfamily,2
angeloftruth11,2
dish,2
scorecard,2
widens,2
reductions,2
mins,2
brilliance,2
meonajourney,2
theintellect111,2
itsblakec,2
joemarzocco,2
yayala19,2
foul,2
yogi,2
unscheduled,2
yom,2
kippur,2
edwardchelednik,2
steer,2
glendabelle_11,2
kelly's,2
ragingcynicism,2
alivelutheran,2
corrects,2
http://t.co/ixcbctduip,2
hp,2
interfering,2
obligated,2
pmgeezer,2
ussiowa,2
prohibits,2
registers,2
davist19,2
mlssthot,2
joehos18,2
iamapatsfan,2
brady's,2
lizaperri,2
jenilynn1001,2
robertjeffress,2
saneplanet,2
beans,2
pennsylvania-thus,2
woke,2
bob_ewashington,2
cadigirl13,2
blayne_troy,2
crashes,2
surveyusa,2
gals,2
vehemently,2
hugh,2
hewitt,2
gotcha,2
http://t.co/rc8jo7fzqx,2
laura,2
lettyntx,2
wondered,2
tperkins,2
therealbigdt,2
irisodle,2
jorgeramosnews,2
katrinacampins,2
slimy,2
patrickstinard,2
wisconsin's,2
asians,2
jerihyatt,2
banner,2
exception,2
messy,2
microphone,2
"11,000",2
distort,2
chant,2
condone,2
tomllamasabc,2
posing,2
lkdusa,2
indicate,2
sufficient,2
engineers,2
partial,2
brat,2
functioning,2
bludgeoning,2
nose,2
katygolf,2
http://t.co/ea3gvlbri8,2
gotmade,2
http://t.co/mzr62luvwq,2
11phenomenon,2
http://t.co/2krx2tbets,2
howardjax50,2
seminoland,2
gawker,2
ccot,2
dan__crocker,2
hers,2
valetasue57,2
bdublasvegas,2
bigbrett45,2
brain-dead,2
coachzachcooper,2
historical,2
nowandthan,2
realmarkcole,2
cowboy,2
11:30am,2
alpha,2
saintpetersblog,2
lives.”,2
dc1a7ce3d7f7402,2
governorsununu,2
reidepstein,2
bfgbobgrant,2
operator1975,2
bluestarwindow,2
twendencyusa,2
iluvamerica4trump2016@gmail.com,2
inaction,2
coachabda,2
whoa,2
restores,2
conniehegel,2
who'd,2
doubters,2
powerfully,2
undocumented,2
laredo,2
consequence,2
boarder,2
ronnussbeck,2
abortion,2
dsherfinski,2
prestonsdayoff,2
montel_williams,2
billd111,2
abbott,2
stevemarz1,2
felix_clay,2
erintighe,2
pjtv,2
kpmck63,2
valenti317,2
4our,2
johnmccain,2
usatopinion,2
ginaandersonrn,2
thnx,2
minions,2
nonstop85716,2
joeycarna,2
remodeled,2
voluntarily,2
trail”,2
staggering,2
retaliate,2
pbstwo,2
rasmussennews,2
bradsteinle,2
sexiest,2
https://t.co/waslyxbg1j,2
http://t.co/894axjrxdn,2
envision,2
"4,000",2
dannybo4455,2
hamishjoy,2
mitestarossa,2
geoffearle,2
trscoop,2
‘if,2
trivial,2
parlux,2
charlierose,2
blunt,2
http://t.co/4ucpdss8qk,2
hunterw,2
marcmode,2
ronsirak,2
forefathers,2
teenage,2
buchanan,2
michaellw56,2
nebonnie,2
markg0077,2
dcnumerology,2
echoes,2
gym,2
bradsaidwhat,2
nanaelaine7,2
mikescintoshow,2
kathryn,2
iowa”,2
enrich,2
theguhmantap,2
mourning,2
groverwindham,2
tonyarolandtr,2
lafrana,2
dagnyred,2
julusn,2
http://t.co/rd1bluzyrn,2
neilecollins,2
jimstaricha,2
"650,000",2
fines,2
cower,2
tight,2
now!…,2
thesharktank1,2
rickysplace1,2
slucch24,2
jamalwms45,2
toilet,2
bigot,2
alwaleedbint,2
hollyammon,2
luncheon,2
hcannonball,2
incorrectpoliti,2
beny_benson,2
o'reilly's,2
wginetta,2
cnnsotu,2
johnmarzan,2
rubennavarrette,2
govtstheproblem,2
http://t.co/ojnv2oxcec,2
versus,2
thepatriot143,2
municheleven,2
included,2
suffolk,2
state’s,2
wsjpolitics,2
fec,2
manufacturer,2
1990,2
sovadjeast,2
isaacnewyorker,2
teambobbyewing,2
auburnfan2155,2
martharaddatz,2
bobbybnews,2
trumpcard,2
http://t.co/jha0m0w4kk,2
http://t.co/4ojj9nqnuh,2
gravitas,2
greggutfeldshow,2
periscopeco,2
polititians,2
brentcfritz,2
looneytunes002,2
futuristichub,2
justrelaxfornow,2
toryireland,2
http://t.co/dk2maa5pu7,2
bella270012,2
clubhouse”,2
ladypatriot777,2
boldly,2
georges,2
jeffjeffsc777,2
c_shepler,2
newsobserver,2
raleighreporter,2
bluewaterdays,2
mjvictory,2
globegazette,2
coralville”,2
http://t.co/ii29wqz7wh,2
davevin73,2
trumpets,2
mikegallagher24,2
https://t.co/h2jgjc3riz,2
healing,2
dxkelley,2
bobontcn,2
jm9145,2
convinces,2
leaps,2
bounds,2
http://t.co/v0n9zf1tts,2
http://t.co/yxwelz5ucj,2
nicksibrodi,2
bronx”,2
again'”,2
pmadden86,2
glistening,2
ginajargirl,2
elated,2
snead,2
vmilaccio,2
babyfuzz1969,2
judgenap,2
freedomlives999,2
anncoulter's,2
aleshaxo,2
niccobigalli,2
kenbu1,2
girlcant_helpit,2
cclkm,2
tdg_tom,2
drip/drip,2
http://t.co/7anyvaxlb3,2
http://t.co/nujp7d4hle,2
brianjames75,2
quoting,2
dannylofaro,2
taped,2
rickklein,2
mbabramson,2
dodge,2
trump?”,2
inteligence,2
charlesliva,2
trumpmypresident,2
kneehighspy,2
lunar_kismet15,2
champforrest,2
kirstenpowers,2
year’,2
“make,2
drodell76,2
hiddenheroes,2
4prez,2
deeds,2
backdoor,2
flyosubuckeye1,2
http://t.co/zymx89etsr,2
swiftly,2
elgianne,2
taylorj0103,2
briannedmr:“trump,2
tokindaddy,2
iraq.he,2
jnakes77,2
lauraabokhair,2
morningsideedu,2
clovis,2
davesportsgod,2
chriscassidy_bh,2
amtrak,2
reluctant,2
“more,2
townhall,2
manufacturers,2
cillizza,2
mothersday,2
http://t.co/fagnwxq4xo,2
stroll,2
http://t.co/14lpntixnx,2
florianooke,2
toxmaster,2
laurenthomasx3,2
spacex,2
fast-track,2
abuses,2
shalontabowman,2
velvet2708,2
kristinkgl,2
new…,2
peenerad,2
“,2
robinrn,2
unification,2
zgreekdwstyle,2
teapartyexpress,2
teapartyorg,2
upsetnavyvet,2
chuckiscool,2
sweettea2u,2
inner-city,2
markus_42,2
canoetravel,2
‘very,2
sequel,2
crowded,2
mohris,2
outlawed,2
outlaws,2
unto,2
godspeed,2
316place,2
hurry2live,2
chesterfieldgop,2
lincoln-reagan,2
thembazoko1,2
commandant's,2
u.s.marines,2
astoria,2
daveyhubb,2
rmutt_17,2
hargraveglobal,2
henschonthehill,2
rightjj,2
ex369ppd,2
bestphotosever,2
whereas,2
“tweeting,2
girl”,2
treaty,2
fitnsummit,2
http://t.co/kzwmixmfw4,2
wfb,2
breakout,2
ali_khalil7,2
thetrump,2
desperation,2
http://t.co/aufxrgir9o,2
dryan5962,2
gochico,2
discounting,2
charlesfowler,2
popularposters,2
caudillash,2
mleitzmann,2
ccrealty2,2
tested,2
http://t.co/nkkwwloelj,2
bridgetmarie89,2
m_foresta,2
younggbon,2
john_siracusa,2
aleksmm,2
therightnewz,2
m__a__w,2
postandcourier,2
michaelentrekin,2
pare900,2
wendypeters,2
calebrapoport,2
tshakro,2
slumpcityusa,2
burger__meister,2
mallhayden11,2
iamgerg,2
pica_59,2
contemplate,2
http://t.co/vlq3uoteo7,2
mkbeattie,2
washpostjobs,2
chris_owens1213,2
daviddepuma,2
cranked,2
trumpmeister,2
dignified,2
costumer,2
mrnicolasbell,2
provider,2
http://t.co/jkjijbfwmz,2
cstace1,2
misunderstood,2
dieing,2
markraymond,2
hillary2016,2
kyle,2
brain__quotes,2
reedgs119,2
☞,2
marianoqcasilum,2
greeting,2
univ,2
19thwheel,2
richrichie725,2
fakeskiteam,2
tom38ts,2
condoleezza,2
javamedic,2
aaronmcallorum,2
wastehe,2
accronin8,2
yemen,2
http://t.co/xezdajloof,2
fabled,2
jdwillms1jeff,2
ibusinesslounge,2
escarry,2
realistic,2
annoyed,2
bellanycmag,2
fatrotty,2
amherst,2
greigaspinall,2
nicolesavilla,2
seajay2uk,2
boarcane,2
annmcg01,2
joshcalebking,2
wt,2
anitamarkdjones,2
recommended,2
http://t.co/5wbrytt23g,2
monkiekaty,2
aloracai,2
sherry09,2
justinraay,2
daltonkats,2
peterjbates,2
krcompanion,2
en,2
harryplush,2
impenetrable,2
lakerscanes305,2
💪,2
fifty,2
th,2
measures,2
‘i’m,2
mclaughlln,2
plead,2
palmetto,2
entity,2
“ny,2
again!”,2
donald”,2
jessibee35,2
kristyhernandez,2
😍,2
xx,2
jusr,2
carriejo4ever,2
manofsteel619,2
🎉,2
http://t.co/lpycf5de5h,2
lorimoreno,2
menofhistory,2
motamazebegreat,2
rips,2
rpturnberry,2
worldnewspress1,2
http://t.co/kvpnukp7qz,2
agegrilli35,2
topping,2
chirofrenzy,2
mollyogden,2
monmk1,2
claymkopplin,2
j_maziarz,2
thebachelor,2
teb2350,2
melissabxny,2
conconbonbon7,2
auggerdogger,2
tonight—you,2
celebapprentice”,2
patricijabelous,2
nearing,2
dpatten32,2
sarahlynellis,2
jaw,2
1970rachael,2
mattgiese,2
boaterzletterz,2
uu44m,2
karileakennedy7,2
toxic,2
shelly3177,2
priece714,2
tomtumillo,2
phonegate,2
rick74467,2
out”,2
marshawn,2
iowan,2
fpatterson1050,2
j_ennaleigh,2
miaminewtimes,2
buffyg6820,2
fallout,2
deceptive,2
stances,2
hopeful”,2
tripadvisor's,2
travelerschoice,2
rally”,2
http://t.co/wbfc2b3qqn,2
housewives,2
ipaulydip,2
alexvent13,2
channyeats,2
northwesternsig,2
balkesgirl,2
anjoaparicio,2
muniverso2015,2
geraldo's,2
djmikeol,2
tborio,2
cfj,2
http://t.co/12inrskwgn,2
infinitely,2
mr_babble,2
brandeenscott21,2
"donald,run",2
contender,2
http://t.co/bbihxxkccf,2
malaysia,2
dshimogawa,2
bigshowfarm,2
explores,2
scteaparty15,2
dallasvercillo,2
jaylefkowitz,2
thestate,2
nordstrom,2
emotional,2
tsn_mprabhu,2
dj4corners,2
sailor,2
orianauk,2
jasonpruett1,2
packages,2
madisonbb11,2
tick,2
tock,2
keithwmcandrew,2
notteridax,2
alphaquintesson,2
"version,i",2
hail,2
tca15,2
tmz_sports,2
donates,2
kyleportercbs,2
spewing,2
epn,2
leodolphin3,2
noyonitalodh,2
hebdo,2
satirical,2
daltonross,2
katebug7777777,2
judged,2
jenlynette,2
southwest,2
jhspraggins,2
scooper1949p,2
directing,2
juliakoinis,2
likefinewine63,2
💗u,2
adamangus15,2
lordmackie1,2
demerytaylor,2
jackievandyck,2
paulomyftaraj,2
grammies28,2
laweightloss,2
w/two,2
nicnae,2
screwing,2
alexpattillo,2
todaysrealmusic,2
25whitney,2
basically,2
litleredhairgrl,2
trashy,2
amandajocountry,2
garybussey,2
dpal1996,2
redrocket951,2
musgravespark,2
rockyroad,2
kate's,2
seriouslybright,2
24th,2
californguy,2
rickyv_adw,2
pointing,2
keisha,2
sweetiee1s,2
actuallydominic,2
cruebabe,2
the_paul08,2
michaelsdevine,2
naomiepstein,2
roswell2001,2
askkevin,2
kitchen,2
llluminatedones,2
domination,2
tweeps,2
mrsilverscott,2
jskibler,2
berniesandner,2
complimentary,2
mikerandcom,2
rustyhook2,2
tube,2
nbcdfw,2
arrestjoepa,2
uniquecaptures,2
trillacamila,2
dungyots,2
archangeljf12,2
flicka,2
https://t.co/urxycd3hbz,2
jimbrownnfl32,2
d.c.…,2
objectified,2
humiliating,2
lockheed,2
dts,2
pricing,2
civilized,2
scorned,2
mandated,2
tue,2
devote,2
https://t.co/1iurtvwmsx,2
explorers,2
masa,2
https://t.co/79ahq3nc0v,2
rexnord,2
mnuchin,2
crafted,2
elaine,2
highonhillcrest,2
voterfraud,2
fiiibuster,2
cuban/american,2
outcomes,2
nigel_farage,2
transition2017,2
general's,2
producers,2
place.the,2
clearance,2
thankavet,2
incited,2
electionnight,2
ivoted,2
https://t.co/mxraxyntjy,2
newhampshire,2
oppression,2
https://t.co/bcerctspdf,2
wattersworld,2
9:30pm,2
https://t.co/ljygik7mri,2
p…,2
ch…,2
miami•12pm,2
https://t.co/a3x71q6sg2,2
orlando•4pm,2
https://t.co/6bqtvoty5c,2
pensacola•7p…,2
mayorrgiuliani,2
urged,2
emerged,2
subpoena,2
morocco,2
albuquerque,2
nm,2
draintheswamp…,2
foundation’s,2
looms,2
questionable,2
https://t.co/oax06jvzv1,2
clinton-kaine,2
gettysburg,2
makeamericagreatagain…,2
podesta’s,2
cybersecurity,2
conflicts,2
fletcher,2
oppressive,2
infiltrated,2
❌libya,2
❌syria,2
❌iran,2
❌iraq,2
❌asia,2
pivot,2
❌russian,2
❌benghazi…,2
question.”,2
spontaneous,2
c…,2
bigleaguetruth…,2
crookedhillary's,2
secondamendment,2
pro-life,2
lists,2
342,2
oversaw,2
agitators,2
anti-catholic,2
wv,2
bribery,2
peo…,2
8:00pm,2
1:00pm,2
riggedsystem,2
deceived,2
made-up,2
accuser,2
orange,2
rigging,2
amp;…,2
https://t.co/hfihpea3sp,2
deadlines,2
haiti,2
earthquake,2
ar,2
untruthful,2
retains,2
dtmag,2
atensnut,2
kevcirilli,2
phillips,2
interruptions,2
timkaine's,2
pro-abortion,2
hillaryclinton’s,2
obama-clinton,2
⬇️,2
creators,2
childcare,2
8:30pm,2
3:30pm,2
hard-working,2
pueblo,2
observing,2
trumplican2016,2
alicia,2
followthemoney,2
transcript:…,2
bedford,2
3:00pm,2
polish,2
13m,2
imwithyou…,2
trumpwon,2
again…,2
"400,000",2
searched,2
jesse,2
overdoses,2
n.c,2
berglund,2
at:…,2
tulsa,2
7:02,2
playbook,2
canton,2
https://t.co/tey6bbcyxt,2
nieto,2
https://t.co/l8ui56dcrj,2
trump/pence,2
stairway,2
americanlegion,2
vicente,2
wa,2
inner-cities,2
trumppence2016,2
dwyane,2
heroin,2
pastormarkburns,2
10pe,2
buildthewall,2
connection,2
brainykid2010,2
shl,2
alwaystrump,2
lawandorder,2
evils,2
willspeakout,2
pay-for-play,2
elsolarverde,2
dbongino,2
distract,2
circuited,2
https://t.co/3hcnzj0slx,2
https://t.co/sewlwkn1sz,2
mechanicsburg,2
chairs,2
https://t.co/4nljrgyfyw,2
eradicate,2
unenthusiastic,2
https://t.co/futugi2r2k,2
interventions,2
betrayed,2
https://t.co/v92pkdhbg6,2
https://t.co/3luasztkyx,2
booed,2
makeamericaworkagain,2
speakers,2
trumpdoonbeg,2
nevertrump,2
quinnipiacpoll,2
arranged,2
hid,2
govbrewer,2
shoulder-to-shoulder,2
threatens,2
rumsfeld,2
guards,2
https://t.co/vxjtsivvuu,2
https://t.co/1jj2kn0ani,2
https://t.co/mxsxkfcstc,2
cont'd,2
suspending,2
hereby,2
pretended,2
6/10,2
jamesrosenfnc,2
tel,2
aviv,2
erratic,2
"38,000",2
don_vito_08,2
redding,2
telepromter,2
https://t.co/jlqukr550j,2
sacramento,2
"5,600,000",2
gonzalo,2
curiel,2
lightweights,2
73,2
https://t.co/mmpck1hyrc,2
bodyguards,2
low-life,2
disenfranchised,2
barbaro,2
ladyjoanne,2
res,2
depicted,2
scaramucci,2
heights,2
misinformed,2
democrats—both,2
carmel,2
terre,2
haute,2
levine,2
evansville,2
strain,2
paprimary,2
riprimary,2
bigop1,2
keksec__org,2
votetrumpny,2
https://t.co/awow5pyn7n,2
wdct8110,2
4/16,2
wvtts1017,2
rochester,2
kids123nicholas,2
becker_berta,2
vivhall3,2
catching,2
lilrachiepoo,2
kirstiealley,2
trashing,2
glozee1,2
https://t.co/l0pmewdrxn,2
heytammybruce,2
unifying,2
nellalda,2
tytan01,2
lyingted,2
n.a.t.o,2
g.q,2
utahcaucus,2
utcaucus,2
arizonaprimary,2
ut,2
greet,2
entry,2
jojo2foxy,2
sheriff,2
supposedly,2
gregens21,2
statistically,2
brazielcarol,2
gov.kasich,2
ene…,2
the_trump_train,2
supersaturday,2
blah,2
advisory,2
be…,2
"romney,who",2
nikki,2
haley,2
principle,2
https://t.co/yfhzd55gd9,2
ronniememo,2
floridians,2
audited,2
morg25016893,2
restorereality,2
rubio&amp;cruz,2
w/all,2
uproar,2
someone’s,2
sway,2
pawn,2
texan,2
nvcaucus,2
https://t.co/r8ijpncsmo,2
vogelsong1,2
edrollins,2
conducted,2
3/15,2
blackan,2
vote_for_trump,2
phenomenon,2
unbalanced,2
https://t.co/gbnsngomom,2
cheater,2
bonfiredesigns,2
quarters,2
"3,000,000",2
ink,2
clemson,2
https://t.co/bmzykqozjj,2
out-and,2
plymouth,2
5k,2
necessity,2
umass,2
maryann1942,2
chip,2
namusca,2
unelectable,2
bravely,2
5.3,2
creta_r,2
sharp_trident,2
crusade4honesty,2
jdenino1,2
iowacaucus,2
5-7pm,2
noamscheiber,2
outperforming,2
street's,2
snoozinglion1,2
sachs/citi,2
marybrigidmcmanamon,2
laurencetribe,2
eligibility,2
https://t.co/uvn95nb6m0,2
fabricate,2
demeaning,2
explosive,2
samuelljackson,2
longtalltexan20,2
pearl_brendan,2
dphilbs,2
troyconway,2
al-shabaab,2
ruthmarcus,2
mere,2
fog,2
violations,2
regime’s,2
“arrests,2
https://t.co/70iphy2yqn,2
“on,2
1/20,2
inaugurated,2
"35,000",2
"17,500",2
12/21,2
"1,900",2
jamiejmcintyre,2
“dossier,2
cherished,2
cut/reform,2
5-0,2
baker,2
leakin’,2
taxcutsandjobsact,2
sympathies,2
dupont,2
quantico,2
“manufacturing,2
innovators,2
gathered,2
mightily,2
preventable,2
commander-in-chief’s,2
daveweigel,2
17-year,2
pursued,2
infamy!”,2
prototypes,2
monuments,2
designations,2
text,2
recording,2
lawful,2
senorrinhatch,2
envoy,2
mccullough,2
shed,2
imposed,2
practitioners,2
“unsolved,2
mystery”,2
“statement,2
cowardly,2
ideology,2
recep,2
tayyip,2
deptofdefense,2
happythanksgiving,2
usnationalguard,2
inlet,2
riviera,2
crackdown,2
ucla,2
potusinasia,2
pchowka,2
hannity's,2
sutherland,2
reciprocal,2
azar,2
mtgs,2
aseansummit,2
indo-pacific,2
japan🇯🇵,2
https://t.co/evxfqavnfs,2
yokota,2
billion/yr,2
diversity,2
nycmayor,2
nycstrong,2
consultation,2
ensuring,2
elevation,2
liddle,2
bartiromo,2
once-in-a-generation,2
secretary-general,2
prstrong,2
milestones,2
harmful,2
job-creators,2
bailing,2
revitalize,2
alexis,2
tsipras,2
📈https://t.co/rvxcpafi2a,2
https://t.co/u8ms9k45fx,2
america🇺🇸,2
awarding,2
ot,2
l…,2
media.the,2
unsuccessfully,2
kneeled,2
dominated,2
https://t.co/rrywmyxe7c,2
metropolitan,2
demented,2
slandinsocal,2
standforouranthem🇺🇸,2
rossello,2
crews,2
record-high,2
reconciliation,2
disrespected,2
usaatunga🇺🇸#unga,2
usa…,2
petro,2
poroshenko,2
noticing,2
india's,2
manner.the,2
specific-but,2
huntsville,2
proactive,2
ma…,2
eternal,2
customsborder,2
evacuation,2
proportion,2
columbiabugle,2
texasstrong,2
heroic,2
pardoned,2
rainfall,2
renegotiation,2
epascottpruitt,2
doings,2
strengthens,2
famously,2
somber,2
alconv2017,2
https://t.co/2kuqfkqbsx,2
ussjohnsmccain,2
heal,2
removal,2
heyer,2
jackposobiec,2
alandersh,2
secretservice,2
somalia,2
godblesstheusa🇺🇸,2
amazonwashingtonpost,2
overdose,2
purpleheartday💜i,2
conquests,2
"jobs,border",2
4.3,2
foxconn,2
w/one,2
huntington,2
varney,2
"18,000",2
bailouts,2
outdated,2
valor,2
madeintheusa🇺🇸,2
transgender,2
